symbol,date,close,high,low,open,volume,adjClose,Return,rebased_to_100,peak,drawdown_1,Log_Return,log_rel_return,Ticker
NVDA,2022-02-25,241.57,242.17,233.81,237.21,52886551,24.1165977821,1.7222502949,82.1359355343,102.4140627656,-0.1980013944,0.0170758768,0.0198476275,NVDA
NVDA,2022-02-28,243.85,246.65,237.0701,239.92,47731861,24.3442164555,0.9438258060000001,82.9111556899,102.4140627656,-0.1904319246,0.009393996,0.0121657468,NVDA
NVDA,2022-03-01,234.77,243.77,231.32,242.91,41205598,23.4377350718,-3.7236005741,79.8238754206,102.4140627656,-0.2205770061,-0.0379469707,-0.0351752199,NVDA
NVDA,2022-03-02,242.2,244.09,234.15,237.56,38964185,24.1834857256,3.1818375432,82.3637414572,102.4140627656,-0.1957770326,0.0313226588,0.0340944096,NVDA
NVDA,2022-03-03,237.14,243.2599,234.69,242.615,36509504,23.6782485754,-2.0891824939,80.6430125894,102.4140627656,-0.2125787181,-0.0211131471,-0.0183413963,NVDA
NVDA,2022-03-04,229.36,236.8,224.82,233.84,43201070,22.9014214947,-3.2807624188,77.9973069389,102.4140627656,-0.23841213960000002,-0.0333578625,-0.0305861117,NVDA
NVDA,2022-03-07,213.52,230.33,213.3,228.17,45082089,21.3198095464,-6.9061737005,72.61067744,102.4140627656,-0.2910087201,-0.0715623165,-0.0687905657,NVDA
NVDA,2022-03-08,215.14,223.7299,206.5,213.09,55746719,21.4815653138,0.7587111275,73.1615827296,102.4140627656,-0.2856295244,0.0075584739,0.0103302247,NVDA
NVDA,2022-03-09,230.14,232.2,222.47,223.87,49274195,22.9793039013,6.9722041463,78.2625576341,102.4140627656,-0.2358221564,0.0673988404,0.07017059120000001,NVDA
NVDA,2022-03-10,226.58,227.88,218.82,225.31,42806565,22.6238406099,-1.546884505,77.0519262569,102.4140627656,-0.2476431051,-0.0155897359,-0.0128179852,NVDA
NVDA,2022-03-11,221.0,231.45,220.46,230.22,36720857,22.0666818553,-2.4627063292,75.1543635922,102.4140627656,-0.26617144600000003,-0.0249353819,-0.0221636311,NVDA
NVDA,2022-03-14,213.3,222.62,211.5901,218.69,38535424,21.2978427138,-3.4841628956,72.5358631415,102.4140627656,-0.29173922820000003,-0.035463076,-0.032691325300000004,NVDA
NVDA,2022-03-15,229.73,230.38,213.2201,215.18,49199569,22.9383657132,7.7027660569,78.1231309866,102.4140627656,-0.2371835578,0.0742050808,0.0769768316,NVDA
NVDA,2022-03-16,244.96,245.97,231.72,235.0,67142174,24.4590696257,6.6295216125,83.3023208397,102.4140627656,-0.18661247690000002,0.0641902256,0.0669619764,NVDA
NVDA,2022-03-17,247.66,248.42,239.06,241.2,47194119,24.7286625714,1.1022207706,84.2204963223,102.4140627656,-0.1776471507,0.0109619059,0.013733656700000001,NVDA
NVDA,2022-03-18,264.53,265.6899,246.24,247.99,72788748,26.413119236100002,6.8117580554,89.9573927649,102.4140627656,-0.1216304643,0.0658978286,0.0686695794,NVDA
NVDA,2022-03-21,267.34,271.5199,259.67,265.07,58807971,26.6936955982,1.0622613694,90.9129753971,102.4140627656,-0.112299884,0.0105665901,0.0133383409,NVDA
NVDA,2022-03-22,265.24,272.38,260.72,267.27,54265223,26.484012196,-0.7855165705,90.1988389107,102.4140627656,-0.1192729155,-0.00788618,-0.0051144293,NVDA
NVDA,2022-03-23,256.34,266.115,255.7501,261.26,50211986,25.5953539674,-3.3554516666,87.1722604672,102.4140627656,-0.1488252871,-0.0341303882,-0.0313586374,NVDA
NVDA,2022-03-24,281.5,283.1999,259.07,261.66,87737914,28.1075608248,9.8150893346,95.728295707,102.4140627656,-0.0652817287,0.0936277593,0.0963995101,NVDA
NVDA,2022-03-25,276.92,283.58,272.71,278.86,57776944,27.6502513094,-1.6269982239,94.1707980361,102.4140627656,-0.0804895784,-0.0164037918,-0.013632041000000001,NVDA
NVDA,2022-03-28,282.19,282.5,272.06,277.555,42549392,28.1764567998,1.9030767009,95.9629405526,102.4140627656,-0.0629905898,0.018851947100000002,0.021623697900000002,NVDA
NVDA,2022-03-29,286.56,289.46,279.8,286.945,48898440,28.6127979749,1.5486020056,97.4490245746,102.4140627656,-0.0484800432,0.015367335400000001,0.0181390862,NVDA
NVDA,2022-03-30,276.9,284.955,275.03,283.04,46348713,27.6482543246,-3.3710217755,94.1639967362,102.4140627656,-0.0805559882,-0.0342915081,-0.0315197574,NVDA
NVDA,2022-03-31,272.86,282.48,272.7,277.82,52344022,27.2448633984,-1.459010473,92.790134162,102.4140627656,-0.0939707726,-0.014697587000000002,-0.011925836300000001,NVDA
NVDA,2022-04-01,267.12,274.96,262.67,273.75,51723511,26.6717287656,-2.1036428938,90.8381610986,102.4140627656,-0.1130303921,-0.0212608475,-0.0184890967,NVDA
NVDA,2022-04-04,273.6,275.58,266.13,267.28,39770782,27.3187518354,2.4258760108,93.0417822574,102.4140627656,-0.0915136091,0.0239691901,0.0267409409,NVDA
NVDA,2022-04-05,259.31,273.19,258.2,272.54,43093087,25.8919062077,-5.2229532165,88.1822534982,102.4140627656,-0.1389634283,-0.0536429286,-0.0508711778,NVDA
NVDA,2022-04-06,244.07,253.0,240.03,249.34,70383256,24.3702038028,-5.8771354751,82.9996629952,102.4140627656,-0.1895677141,-0.0605691878,-0.05779743700000001,NVDA
NVDA,2022-04-07,242.08,247.22,234.78,244.41,55799236,24.1715038169,-0.8153398614,82.322933658,102.4140627656,-0.1961754916,-0.0081868194,-0.0054150686000000005,NVDA
NVDA,2022-04-08,231.19,239.23,230.6201,239.17,52478064,23.0841456024,-4.4985128883,78.6196258774,102.4140627656,-0.2323356407,-0.046028366800000005,-0.043256616000000005,NVDA
NVDA,2022-04-11,219.17,223.1994,216.6,222.14,57520684,21.8839577476,-5.1991868162,74.5320446538,102.4140627656,-0.2722479449,-0.0533921989,-0.0506204481,NVDA
NVDA,2022-04-12,215.04,227.25,212.8204,225.37,66225807,21.4715803899,-1.8843819864,73.1275762302,102.4140627656,-0.2859615735,-0.0190236271,-0.0162518763,NVDA
NVDA,2022-04-13,222.03,225.0,214.55,217.28,51694344,22.1695265717,3.2505580359,75.5046305359,102.4140627656,-0.26275134,0.0319884505,0.0347602013,NVDA
NVDA,2022-04-14,212.58,227.77,211.63,225.05,56909685,21.2259512616,-4.2561815971,72.2910163461,102.4140627656,-0.2941299818,-0.0434941198,-0.040722369,NVDA
NVDA,2022-04-18,217.83,220.88,210.79,212.0,52570061,21.7501597672,2.4696584813999998,74.0763575626,102.4140627656,-0.276697403,0.024396554,0.0271683047,NVDA
NVDA,2022-04-19,221.98,223.73,213.14,217.2,51278058,22.1645341097,1.9051553963,75.487627286,102.4140627656,-0.26291736460000004,0.0188723457,0.0216440964,NVDA
NVDA,2022-04-20,214.82,226.7037,212.0,225.171,46697126,21.4496135573,-3.2255158122,73.0527619317,102.4140627656,-0.28669208150000003,-0.0327868196,-0.030015068800000003,NVDA
NVDA,2022-04-21,201.83,223.92,200.0,217.0915,65620944,20.1525719405,-6.0469230056,68.6353176643,102.4140627656,-0.3298252622,-0.062374709300000004,-0.059602958500000004,NVDA
NVDA,2022-04-22,195.15,204.86,195.0,203.03,62471343,19.4855790229,-3.3097160976,66.3636835069,102.4140627656,-0.3520061433,-0.0336572653,-0.030885514500000003,NVDA
NVDA,2022-04-25,199.02,199.45,190.96,192.02,64156561,19.871995578499998,1.983089931,67.6797350323,102.4140627656,-0.3391558424,0.0196368286,0.022408579300000002,NVDA
NVDA,2022-04-26,187.88,197.88,186.7,197.18,64496017,18.7596750542,-5.5974273943,63.8914110033,102.4140627656,-0.3761461143,-0.057601861000000004,-0.054830110200000004,NVDA
NVDA,2022-04-27,184.15,191.67,182.9,185.98,49946017,18.3872373921,-1.9853097723,62.622968577,102.4140627656,-0.3885315465,-0.0200528183,-0.0172810675,NVDA
NVDA,2022-04-28,197.82,200.37,184.8957,189.67,57032671,19.7521764915,7.423296226,67.27165704,102.4140627656,-0.3431404319,0.0716068834,0.0743786342,NVDA
NVDA,2022-04-29,185.47,201.2848,185.17,194.02,50043491,18.5190383878,-6.2430492368,63.0718543686,102.4140627656,-0.3841484981,-0.0644643824,-0.0616926316,NVDA
NVDA,2022-05-02,195.33,195.74,183.91,185.405,57204868,19.503551886,5.3162236482,66.4248952059,102.4140627656,-0.3514084549,0.051797292,0.0545690428,NVDA
NVDA,2022-05-03,196.02,198.25,191.33,194.0,47575084,19.572447861,0.3532483488,66.6595400514,102.4140627656,-0.349117316,0.0035262589000000003,0.0062980097,NVDA
NVDA,2022-05-04,203.34,204.0,187.51,199.23,64630503,20.3033442917,3.7343128253,69.1488158049,102.4140627656,-0.3248113205,0.03666276,0.0394345108,NVDA
NVDA,2022-05-05,188.44,199.25,185.0,198.67,62633141,18.8155906281,-7.3276286026,64.0818473996,102.4140627656,-0.3742866393,-0.07609980100000001,-0.07332805020000001,NVDA
NVDA,2022-05-06,186.75,195.12,179.9,187.36,63329672,18.6468454139,-0.8968371896,63.5071375603,102.4140627656,-0.3798982694,-0.0090088298,-0.006237079,NVDA
NVDA,2022-05-09,169.5,182.55,168.27,180.34,64445451,16.9244460384,-9.2369477907,57.6410164205,102.4140627656,-0.4371767425,-0.0969178972,-0.0941461464,NVDA
NVDA,2022-05-10,175.95,181.98,170.25,176.89,76147429,17.568473631,3.8053097343999998,59.8344356294,102.4140627656,-0.4157595743,0.0373469369,0.0401186877,NVDA
NVDA,2022-05-11,166.3,177.53,165.68,173.47,67016703,16.604928473,-5.484512646,56.5528084406,102.4140627656,-0.4478023143,-0.056406477600000005,-0.053634726800000004,NVDA
NVDA,2022-05-12,161.75,167.88,155.67,162.191,70872837,16.1506144348,-2.7360192424000003,55.0055127196,102.4140627656,-0.46291054930000003,-0.0277414528,-0.024969702,NVDA
NVDA,2022-05-13,177.06,179.2843,165.925,167.88,67043651,17.6793062864,9.4652241113,60.211907772,102.4140627656,-0.4120738291,0.0904367248,0.09320847560000001,NVDA
NVDA,2022-05-16,172.64,177.88,171.06,175.09,52144598,17.2379726493,-2.496328928,58.7088205002,102.4140627656,-0.42675040010000004,-0.0252801567,-0.0225084059,NVDA
NVDA,2022-05-17,181.77,183.71,176.34,180.74,58582971,18.1495962029,5.2884615386,61.8136138922,102.4140627656,-0.3964343155,0.0515336501,0.0543054009,NVDA
NVDA,2022-05-18,169.38,181.18,168.64,177.05,54516106,16.9124641297,-6.8163063209,57.6002086212,102.4140627656,-0.4375752014,-0.0705974401,-0.0678256893,NVDA
NVDA,2022-05-19,171.24,176.87,167.3405,169.37,62130959,17.0981837145,1.0981225644000001,58.2327295092,102.4140627656,-0.4313990878,0.0109213698,0.0136931206,NVDA
NVDA,2022-05-20,166.94,174.1,157.55,173.32,73910526,16.6688319861,-2.5110955384,56.7704500367,102.4140627656,-0.4456772,-0.0254316149,-0.0226598641,NVDA
NVDA,2022-05-23,168.98,169.15,161.7901,162.74,63988869,16.872524434,1.2219959267,57.4641826237,102.4140627656,-0.4389033979,0.012145898300000001,0.014917649100000001,NVDA
NVDA,2022-05-24,161.54,165.97,157.8,165.1,58855002,16.1296460946,-4.4028879158,54.934099071,102.4140627656,-0.4636078524,-0.0450275747,-0.0422558239,NVDA
NVDA,2022-05-25,169.75,171.1099,160.0,160.2,78113190,16.9494083481,5.082332549,57.7260326686,102.4140627656,-0.4363466197,0.049573976400000004,0.052345727200000004,NVDA
NVDA,2022-05-26,178.51,180.92,160.22,160.36,99657452,17.8240876832,5.1605301916,60.7050020128,102.4140627656,-0.4072591168,0.0503178556,0.0530896064,NVDA
NVDA,2022-05-27,188.11,188.81,181.0,181.86,73837935,18.7826403792,5.3778499805,63.9696259518,102.4140627656,-0.3753824014,0.052382276000000005,0.0551540268,NVDA
NVDA,2022-05-31,186.72,192.0,183.5,189.8,66409951,18.6438499368,-0.7389293496,63.4969356108,102.4140627656,-0.3799978841,-0.007416729600000001,-0.0046449788,NVDA
NVDA,2022-06-01,183.2,190.5318,181.22,187.24,54451390,18.2923806149,-1.8851756643000002,62.299906833,102.4140627656,-0.3916860131,-0.0190317163,-0.0162599655,NVDA
NVDA,2022-06-02,195.92,196.19,181.98,182.92,64865580,19.5624629371,6.9432314412,66.6255335521,102.4140627656,-0.3494493651,0.0671279604,0.0698997112,NVDA
NVDA,2022-06-03,187.2,193.323,185.2156,190.815,59877870,18.6917775716,-4.4507962433,63.6601668077,102.4140627656,-0.3784040483,-0.045528848600000005,-0.042757097800000005,NVDA
NVDA,2022-06-06,187.86,193.37,185.642,191.39,42240615,18.7576780694,0.3525641023,63.8846097033,102.4140627656,-0.3762125242,0.0035194405,0.0062911913,NVDA
NVDA,2022-06-07,189.26,190.0,181.88,184.72,38891411,18.8974670042,0.7452358137,64.3607006943,102.4140627656,-0.3715638365,0.0074247265,0.010196477300000001,NVDA
NVDA,2022-06-08,186.48,191.8,185.35,187.99,36325246,18.623880088900002,-1.4477438444000001,63.4289226118,102.4140627656,-0.3806619824,-0.0145832591,-0.0118115084,NVDA
NVDA,2022-06-09,180.48,189.33,180.41,184.81,39557379,18.0246561478,-3.2175032176,61.3880949859,102.4140627656,-0.400589203,-0.0327040264,-0.029932275600000002,NVDA
NVDA,2022-06-10,169.74,176.97,168.69,176.0,46564966,16.9520452933,-5.9507978721,57.7350135357,102.4140627656,-0.43625892800000005,-0.061352113800000004,-0.058580363,NVDA
NVDA,2022-06-13,156.47,163.12,156.06,160.0,60415338,15.6267616769,-7.8178390482,53.2213831031,102.4140627656,-0.48033129760000004,-0.0814035562,-0.0786318054,NVDA
NVDA,2022-06-14,158.36,160.66,154.12,157.31,46967952,15.8155172184,1.2078992782,53.8642438054,102.4140627656,-0.4740542231,0.0120066239,0.014778374700000001,NVDA
NVDA,2022-06-15,165.27,168.68,159.26,160.95,56393565,16.5056234572,4.363475625,56.2145969545,102.4140627656,-0.4511047073,0.042709577900000004,0.045481328700000004,NVDA
NVDA,2022-06-16,156.01,159.4232,154.01,158.6,54574867,15.5808211748,-5.6029527438999995,53.0649196519,102.4140627656,-0.4818590512,-0.0576603924,-0.0548886416,NVDA
NVDA,2022-06-17,158.8,159.95,153.28,156.48,63033397,15.8594603074,1.7883469008000001,54.0139044979,102.4140627656,-0.4725928936,0.0177254411,0.0204971918,NVDA
NVDA,2022-06-21,165.66,170.08,164.07,164.745,48308888,16.5445730134,4.3198992445,56.3472507503,102.4140627656,-0.449809438,0.0422919464,0.0450636971,NVDA
NVDA,2022-06-22,163.6,166.62,161.8,162.26,43799744,16.3388394603,-1.2435108052000001,55.6465665987,102.4140627656,-0.4566511171,-0.012513071,-0.0097413202,NVDA
NVDA,2022-06-23,162.25,165.85,158.53,165.185,46367959,16.2040140735,-0.8251833744,55.1873803827,102.4140627656,-0.4611347417,-0.0082860686,-0.005514317800000001,NVDA
NVDA,2022-06-24,171.26,171.4,163.1,165.0,47215283,17.1038486917,5.5531587057,58.2520232009,102.4140627656,-0.4312106987,0.054044514,0.0568162648,NVDA
NVDA,2022-06-27,168.69,173.3,166.255,173.12,42796788,16.8471811036,-1.5006422983,57.3778687012,102.4140627656,-0.4397461916,-0.015120158600000001,-0.0123484078,NVDA
NVDA,2022-06-28,159.82,172.0199,159.45,169.0,46185936,15.9613283774,-5.2581658662,54.3608451944,102.4140627656,-0.4692052661,-0.054014529000000006,-0.0512427782,NVDA
NVDA,2022-06-29,155.42,158.2,151.7,158.14,48235228,15.5218974872,-2.7530972348000002,52.8642382685,102.4140627656,-0.4838185612,-0.0279170522,-0.0251453014,NVDA
NVDA,2022-06-30,151.59,155.67,148.62,153.61,68607003,15.1393928715,-2.46429031,51.5615099674,102.4140627656,-0.4965387704,-0.0249516218,-0.022179871,NVDA
NVDA,2022-07-01,145.23,150.6291,143.92,148.99,57761008,14.504215494,-4.1955274091,49.3982326842,102.4140627656,-0.5176616243000001,-0.0428608153,-0.0400890646,NVDA
NVDA,2022-07-05,149.64,149.71,140.55,141.75,65220761,14.9446450907,3.0365626937,50.8982409892,102.4140627656,-0.5030151171,0.0299137169,0.032685467600000004,NVDA
NVDA,2022-07-06,151.3,153.1899,147.89,150.1,52906586,15.110430381,1.109329056,51.4628699655,102.4140627656,-0.4975019194,0.0110322113,0.0138039621,NVDA
NVDA,2022-07-07,158.58,159.45,153.89,154.555,49290276,15.8374887629,4.8116325185,53.9390741517,102.4140627656,-0.4733235584,0.046994577100000004,0.0497663278,NVDA
NVDA,2022-07-08,158.38,160.3699,153.89,154.3,46797176,15.8175146315,-0.1261193091,53.8710465641,102.4140627656,-0.47398779900000004,-0.0012619891,0.0015097617000000001,NVDA
NVDA,2022-07-11,151.52,155.2699,150.3801,155.26,43838873,15.1324019255,-4.3313549692,51.5377003117,102.4140627656,-0.49677125460000005,-0.044279579300000003,-0.041507828600000005,NVDA
NVDA,2022-07-12,150.82,154.31,148.77,152.68,45848310,15.0624924657,-0.4619852165,51.2996037554,102.4140627656,-0.4990960971,-0.0046305567,-0.0018588059000000001,NVDA
NVDA,2022-07-13,151.64,153.75,144.65,145.9,52191834,15.1443864044,0.5436944708,51.5785168645,102.4140627656,-0.4963727102,0.0054222179,0.0081939687,NVDA
NVDA,2022-07-14,153.72,154.7299,147.28,151.08,45623484,15.3521173706,1.3716697438,52.2860037747,102.4140627656,-0.4894646071,0.013623475000000001,0.0163952258,NVDA
NVDA,2022-07-15,157.62,157.82,154.45,156.59,38593547,15.7416129323,2.5370804059000003,53.6125417315,102.4140627656,-0.4765119137,0.0250543072,0.027826058,NVDA
NVDA,2022-07-18,161.01,168.97,160.02,163.02,67051745,16.080174459,2.1507422915,54.76560934,102.4140627656,-0.465253034,0.0212794019,0.0240511527,NVDA
NVDA,2022-07-19,169.92,171.1,161.7201,164.86,70236608,16.9700220115,5.5338177752,57.7962383644,102.4140627656,-0.4356611113,0.0538612632,0.056633014,NVDA
NVDA,2022-07-20,178.07,179.325,168.01,169.47,76053779,17.7839678648,4.7963747646,60.5683625562,102.4140627656,-0.4085933033,0.046848993400000004,0.0496207441,NVDA
NVDA,2022-07-21,180.5,181.44,175.4456,178.85,55704928,18.026653561,1.3646318867,61.3948977449,102.4140627656,-0.4005227789,0.0135540464,0.0163257971,NVDA
NVDA,2022-07-22,173.19,179.67,171.365,178.93,53667088,17.2965990594,-4.0498614961,58.9084894205,102.4140627656,-0.4248007761,-0.04134152,-0.0385697693,NVDA
NVDA,2022-07-25,170.24,171.24,166.49,170.19,48074751,17.0019806217,-1.7033316011,57.9050825045,102.4140627656,-0.4345983262,-0.0171800516,-0.014408300800000001,NVDA
NVDA,2022-07-26,165.33,169.19,164.78,168.89,39786491,16.5116156966,-2.8841635337,56.2350052307,102.4140627656,-0.45090543510000003,-0.029265729600000002,-0.0264939788,NVDA
NVDA,2022-07-27,177.9,179.36,169.1301,170.32,56977623,17.7669898532,7.6029758666,60.510539107,102.4140627656,-0.4091579079,0.0732781181,0.0760498689,NVDA
NVDA,2022-07-28,179.84,181.4,174.4,179.75,47464628,17.9607389275,1.0905002811,61.1704067061,102.4140627656,-0.40271477320000004,0.010845972,0.0136177228,NVDA
NVDA,2022-07-29,181.63,182.44,176.92,178.13,43546042,18.1395074032,0.9953291812,61.7792536143,102.4140627656,-0.396769819,0.0099040841,0.0126758348,NVDA
NVDA,2022-08-01,184.41,188.46,179.9,181.82,47646904,18.4171478293,1.5305841550000001,62.7248370811,102.4140627656,-0.3875368735,0.0151898888,0.0179616396,NVDA
NVDA,2022-08-02,185.26,189.3753,180.92,181.22,48952692,18.5020378876,0.4609294506,63.0139543281,102.4140627656,-0.3847138506,0.0045987042,0.007370455000000001,NVDA
NVDA,2022-08-03,188.93,189.68,181.37,181.84,41814557,18.8685631982,1.9809996760000002,64.2622605591,102.4140627656,-0.3725250339,0.0196163323,0.022388083000000003,NVDA
NVDA,2022-08-04,192.15,192.74,187.6,188.49,40965227,19.1901467133,1.7043349391,65.3575047185,102.4140627656,-0.36183075880000004,0.0168997409,0.0196714917,NVDA
NVDA,2022-08-05,189.89,192.2892,186.66,188.1,38606829,18.9644390288,-1.1761644549999999,64.5887929793,102.4140627656,-0.3693366786,-0.011831359900000001,-0.009059609100000001,NVDA
NVDA,2022-08-08,177.93,182.39,172.42,175.02,98378318,17.7699859729,-6.2983832745,60.5207432451,102.4140627656,-0.40905827180000004,-0.0650547426,-0.0622829918,NVDA
NVDA,2022-08-09,170.86,174.4719,167.24,172.52,66826265,17.063900429,-3.9734727139,58.115968026,102.4140627656,-0.43253918010000003,-0.040545706800000005,-0.037773956000000004,NVDA
NVDA,2022-08-10,180.97,181.18,173.1701,176.98,59742246,18.0735927697,5.9171251315,61.5547625755,102.4140627656,-0.3989618133,0.0574867639,0.0602585147,NVDA
NVDA,2022-08-11,179.42,187.07,178.76,181.31,50932655,17.9187932516,-0.8564955517,61.0275487722,102.4140627656,-0.4041096786,-0.0086018455,-0.0058300948,NVDA
